"date","area_name","value"
1992-08-01,"USA-MS",817
1992-08-01,"USA-VT",49
1992-08-01,"USA-ID",183
1992-08-01,"USA-AZ",815
1992-08-01,"USA-NJ",4918
1992-08-01,"USA-UT",1255
1992-08-01,"USA-WY",278
1992-08-01,"OHIO",7238
1992-08-01,"USA-HI",42
1992-08-01,"USA-MI",8655
1992-08-01,"USA-DE",179
1992-08-01,"USA-TN",1051
1992-08-01,"USA-ME",22
1992-08-01,"WASHINGTON",956
1992-08-01,"USA-OR",526
1992-08-01,"USA-WV",661
1992-08-01,"USA-PA",5902
1992-08-01,"USA-LA",1960
1992-09-01,"USA-MO",2942
1992-09-01,"USA-DC",446
1992-09-01,"USA-IN",3960
1992-09-01,"USA-ME",17
1992-09-01,"USA-NC",806
1992-09-01,"USA-LA",2014
1992-09-01,"USA-DE",183
1992-09-01,"USA-MS",856
1992-09-01,"FLORIDA",636
1992-09-01,"USA-MT",727
1992-09-01,"USA-VA",1467
1992-09-01,"USA-KS",1798
1992-09-01,"MINNESOTA",3021
1992-09-01,"U.S.",137106
1992-09-01,"USA-NJ",5338
1992-09-01,"USA-IA",1885
1992-09-01,"USA-SD",315
1992-09-01,"USA-ND",285
1992-09-01,"USA-KY",1413
1992-09-01,"USA-HI",43
1992-09-01,"COLORADO",2644
1992-09-01,"USA-NE",1096
1992-09-01,"USA-WY",360
1992-09-01,"USA-WI",3229
1992-09-01,"USA-SC",409
1992-09-01,"WASHINGTON",1310
1992-09-01,"USA-NH",151
1992-09-01,"USA-AK",643
1992-09-01,"USA-AR",1096
1992-09-01,"USA-GA",3211
1992-09-01,"USA-NV",608
1992-09-01,"USA-OK",1775
1992-09-01,"USA-CT",1155
1992-09-01,"USA-OR",648
1992-09-01,"USA-WV",819
1992-09-01,"OHIO",8111
1992-09-01,"USA-PA",6950
1992-09-01,"USA-MI",9435
1992-09-01,"USA-AL",1373
1992-09-01,"USA-TN",1100
1992-09-01,"USA-VT",53
1992-09-01,"CALIFORNIA",21969
1992-09-01,"USA-MD",2027
1992-09-01,"USA-ID",274
1992-09-01,"USA-AZ",870
1992-09-01,"USA-IL",13758
1992-09-01,"TEXAS",7750
1992-09-01,"MASSACHUSETTS",3369
1992-09-01,"USA-UT",1321
1992-09-01,"NEW YORK",10006
1992-09-01,"USA-NM",889
1992-09-01,"USA-RI",547
1992-10-01,"USA-GA",5284
1992-10-01,"USA-ND",458
1992-10-01,"USA-OK",2236
1992-10-01,"CALIFORNIA",24434
1992-10-01,"USA-IL",28742
1992-10-01,"USA-AK",1209
1992-10-01,"COLORADO",3547
1992-10-01,"USA-MI",20856
1992-10-01,"USA-KS",2421
1992-10-01,"USA-DE",307
1992-10-01,"U.S.",240662
1992-10-01,"USA-NC",1781
1992-10-01,"USA-CT",2271
1992-10-01,"USA-TN",1885
1992-10-01,"USA-DC",642
1992-10-01,"USA-NM",1033
1992-10-01,"USA-HI",42
1992-10-01,"USA-MO",4259
1992-10-01,"USA-VA",3307
1992-10-01,"USA-VT",129
1992-10-01,"USA-ME",41
1992-10-01,"USA-ID",428
1992-10-01,"USA-AZ",1000
1992-10-01,"USA-NE",2030
1992-10-01,"MINNESOTA",6449
1992-10-01,"TEXAS",8584
1992-10-01,"MASSACHUSETTS",5342
1992-10-01,"USA-NV",727
1992-10-01,"USA-MT",1106
1992-10-01,"USA-MD",4038
1992-10-01,"USA-WV",1899
1992-10-01,"USA-PA",15853
1992-10-01,"USA-LA",2222
1992-10-01,"USA-RI",890
1992-10-01,"NEW YORK",18633
1992-10-01,"FLORIDA",685
1992-10-01,"WASHINGTON",2236
1992-10-01,"USA-OR",1017
1992-10-01,"USA-KY",3376
1992-10-01,"USA-IA",3725
1992-10-01,"USA-NH",288
1992-10-01,"USA-AL",1728
1992-10-01,"USA-UT",1802
1992-10-01,"USA-WY",551
1992-10-01,"USA-MS",979
1992-10-01,"USA-WI",7630
1992-10-01,"OHIO",20929
1992-10-01,"USA-SD",602
1992-10-01,"USA-AR",1511
1992-10-01,"USA-NJ",10368
1992-10-01,"USA-IN",8361
1992-10-01,"USA-SC",792
1992-11-01,"USA-KS",6102
1992-11-01,"USA-OK",4722
1992-11-01,"USA-KY",6997
1992-11-01,"USA-MO",10344
1992-11-01,"USA-DE",628
1992-11-01,"U.S.",436771
1992-11-01,"USA-NJ",17953
1992-11-01,"USA-IN",15953
1992-11-01,"CALIFORNIA",37291
1992-11-01,"USA-LA",4185
1992-11-01,"USA-RI",1720
1992-11-01,"USA-AR",3132
1992-11-01,"USA-GA",12934
1992-11-01,"MASSACHUSETTS",10056
1992-11-01,"USA-UT",3844
1992-11-01,"USA-WY",1071
1992-11-01,"USA-VT",205
1992-11-01,"FLORIDA",956
1992-11-01,"USA-SC",1750
1992-11-01,"USA-IA",8350
1992-11-01,"OHIO",34181
1992-11-01,"USA-PA",24806
1992-11-01,"MINNESOTA",12857
1992-11-01,"NEW YORK",30758
1992-11-01,"USA-NM",1992
1992-11-01,"USA-ME",70
1992-11-01,"USA-NC",3446
1992-11-01,"USA-MT",1792
1992-11-01,"USA-WI",13233
1992-11-01,"USA-MD",6855
1992-11-01,"USA-IL",54950
1992-11-01,"COLORADO",7607
1992-11-01,"USA-ND",990
1992-11-01,"USA-TN",4473
1992-11-01,"USA-NV",1226
1992-11-01,"USA-WV",3120
1992-11-01,"USA-MI",34278
1992-11-01,"USA-NE",4561
1992-11-01,"USA-AL",3402
1992-11-01,"TEXAS",19205
1992-11-01,"USA-MS",1927
1992-11-01,"USA-ID",1024
1992-11-01,"USA-OR",1993
1992-11-01,"USA-AK",1442
1992-11-01,"USA-SD",1267
1992-11-01,"USA-DC",1314
1992-11-01,"USA-CT",3876
1992-11-01,"USA-AZ",1576
1992-11-01,"USA-NH",526
1992-11-01,"USA-VA",5553
1992-11-01,"WASHINGTON",4236
1992-11-01,"USA-HI",42
1993-01-01,"USA-KS",15743
1993-01-01,"MINNESOTA",22379
1993-01-01,"USA-GA",17952
1993-01-01,"USA-ND",2059
1993-01-01,"USA-TN",10319
1993-01-01,"TEXAS",41675
1993-01-01,"MASSACHUSETTS",18222
1993-01-01,"USA-OR",5789
1993-01-01,"USA-MI",59618
1993-01-01,"USA-OK",14565
1993-01-01,"USA-VT",412
1993-01-01,"USA-MD",11900
1993-01-01,"USA-SC",4276
1993-01-01,"USA-MO",24602
1993-01-01,"USA-NM",5542
1993-01-01,"USA-MS",4474
1993-01-01,"USA-MT",3658
1993-01-01,"USA-WI",23133
1993-01-01,"USA-CT",6726
1993-01-01,"USA-AZ",5504
1993-01-01,"USA-VA",10835
1993-01-01,"USA-ME",144
1993-01-01,"USA-WV",5220
1993-01-01,"USA-IA",15138
1993-01-01,"OHIO",55994
1993-01-01,"USA-RI",3091
1993-01-01,"USA-SD",2291
1993-01-01,"USA-NJ",29736
1993-01-01,"USA-WY",2142
1993-01-01,"USA-IN",27916
1993-01-01,"USA-AK",2079
1993-01-01,"USA-AR",8141
1993-01-01,"USA-NE",9013
1993-01-01,"USA-DE",1304
1993-01-01,"USA-UT",8919
1993-01-01,"USA-NV",3892
1993-01-01,"USA-NC",8379
1993-01-01,"WASHINGTON",9680
1993-01-01,"USA-KY",11143
1993-01-01,"USA-HI",51
1993-01-01,"COLORADO",18551
1993-01-01,"USA-AL",8110
1993-01-01,"U.S.",830874
1993-01-01,"USA-DC",2768
1993-01-01,"FLORIDA",1652
1993-01-01,"USA-IL",85860
1993-01-01,"NEW YORK",58856
1993-01-01,"CALIFORNIA",87565
1993-01-01,"USA-ID",2265
1993-01-01,"USA-PA",41969
1993-01-01,"USA-LA",8577
1993-01-01,"USA-NH",1048
1993-02-01,"U.S.",768365
1993-02-01,"USA-IN",25987
1993-02-01,"FLORIDA",1868
1993-02-01,"CALIFORNIA",66015
1993-02-01,"USA-AZ",4120
1993-02-01,"USA-IL",74466
1993-02-01,"COLORADO",15981
1993-02-01,"USA-KS",13423
1993-02-01,"MINNESOTA",18681
1993-02-01,"USA-DC",2823
1993-02-01,"USA-WY",1797
1993-02-01,"USA-MT",2509
1993-02-01,"USA-KY",11145
1993-02-01,"USA-NH",1081
1993-02-01,"USA-TN",9273
1993-02-01,"USA-NJ",33593
1993-02-01,"USA-UT",8045
1993-02-01,"USA-VT",446
1993-02-01,"USA-NC",8140
1993-02-01,"USA-LA",8402
1993-02-01,"USA-MI",57465
1993-02-01,"USA-SD",1784
1993-02-01,"USA-MO",21375
1993-02-01,"USA-VA",11634
1993-02-01,"USA-GA",18076
1993-02-01,"TEXAS",34630
1993-02-01,"USA-WI",18435
1993-02-01,"USA-ID",1959
1993-02-01,"WASHINGTON",7331
1993-02-01,"USA-OR",4569
1993-02-01,"USA-NE",6132
1993-02-01,"NEW YORK",61673
1993-02-01,"USA-OK",12460
1993-02-01,"USA-MD",12922
1993-02-01,"USA-CT",7402
1993-02-01,"USA-IA",13050
1993-02-01,"OHIO",58767
1993-02-01,"USA-ND",1522
1993-02-01,"USA-NV",3157
1993-02-01,"USA-NM",4610
1993-02-01,"USA-ME",153
1993-02-01,"USA-SC",4291
1993-02-01,"USA-AR",7122
1993-02-01,"USA-DE",1386
1993-02-01,"USA-PA",45019
1993-02-01,"USA-AK",2138
1993-02-01,"USA-AL",8189
1993-02-01,"MASSACHUSETTS",19597
1993-02-01,"USA-MS",4388
1993-02-01,"USA-WV",5960
1993-02-01,"USA-HI",51
1993-02-01,"USA-RI",3326
1993-03-01,"U.S.",703183
1993-03-01,"USA-DC",2867
1993-03-01,"USA-OK",12131
1993-03-01,"USA-CT",6255
1993-03-01,"WASHINGTON",6669
1993-03-01,"USA-OR",3843
1993-03-01,"USA-RI",3291
1993-03-01,"USA-DE",1487
1993-03-01,"MINNESOTA",16369
1993-03-01,"USA-ND",1462
1993-03-01,"USA-MT",2611
1993-03-01,"USA-ID",1705
1993-03-01,"USA-WV",5767
1993-03-01,"USA-PA",42350
1993-03-01,"COLORADO",15025
1993-03-01,"USA-GA",15664
1993-03-01,"USA-TN",10041
1993-03-01,"TEXAS",27431
1993-03-01,"USA-MS",4396
1993-03-01,"USA-AZ",4078
1993-03-01,"USA-IL",67993
1993-03-01,"USA-VA",10506
1993-03-01,"USA-KS",13022
1993-03-01,"MASSACHUSETTS",18273
1993-03-01,"USA-WY",1653
1993-03-01,"USA-IN",24049
1993-03-01,"USA-ME",114
1993-03-01,"USA-IA",11587
1993-03-01,"USA-NH",1009
1993-03-01,"USA-AR",6736
1993-03-01,"USA-MO",21306
1993-03-01,"USA-AL",8716
1993-03-01,"USA-NM",3478
1993-03-01,"FLORIDA",1923
1993-03-01,"USA-NC",8024
1993-03-01,"USA-SC",4274
1993-03-01,"USA-HI",52
1993-03-01,"USA-AK",1471
1993-03-01,"USA-MI",54627
1993-03-01,"USA-NJ",30688
1993-03-01,"CALIFORNIA",50594
1993-03-01,"USA-WI",18166
1993-03-01,"USA-UT",6589
1993-03-01,"NEW YORK",60184
1993-03-01,"USA-MD",12365
1993-03-01,"OHIO",52719
1993-03-01,"USA-LA",7933
1993-03-01,"USA-NE",7668
1993-03-01,"USA-NV",2715
1993-03-01,"USA-VT",433
1993-03-01,"USA-KY",9198
1993-03-01,"USA-SD",1678
1993-04-01,"USA-VA",5868
1993-04-01,"USA-KS",9143
1993-04-01,"USA-ND",1082
1993-04-01,"USA-VT",271
1993-04-01,"USA-CT",4043
1993-04-01,"USA-ID",1044
1993-04-01,"USA-WV",3560
1993-04-01,"OHIO",32260
1993-04-01,"U.S.",449738
1993-04-01,"USA-NC",5030
1993-04-01,"USA-MT",1686
1993-04-01,"USA-AK",1288
1993-04-01,"USA-AR",4971
1993-04-01,"USA-NE",5098
1993-04-01,"USA-MS",2961
1993-04-01,"USA-WI",12585
1993-04-01,"WASHINGTON",4665
1993-04-01,"USA-LA",5575
1993-04-01,"USA-UT",4375
1993-04-01,"USA-WY",1164
1993-04-01,"USA-IN",14401
1993-04-01,"USA-OK",8019
1993-04-01,"USA-IA",7597
1993-04-01,"USA-HI",48
1993-04-01,"USA-MO",13404
1993-04-01,"MINNESOTA",10780
1993-04-01,"USA-DC",1641
1993-04-01,"USA-NM",1890
1993-04-01,"USA-ME",71
1993-04-01,"USA-PA",24988
1993-04-01,"COLORADO",9897
1993-04-01,"USA-AL",5668
1993-04-01,"USA-GA",9279
1993-04-01,"TEXAS",17469
1993-04-01,"MASSACHUSETTS",13178
1993-04-01,"USA-KY",4989
1993-04-01,"USA-AZ",2178
1993-04-01,"USA-IL",42426
1993-04-01,"USA-NH",721
1993-04-01,"USA-NJ",19409
1993-04-01,"FLORIDA",1480
1993-04-01,"CALIFORNIA",36252
1993-04-01,"USA-MD",6676
1993-04-01,"USA-OR",2533
1993-04-01,"USA-MI",35109
1993-04-01,"USA-DE",1019
1993-04-01,"USA-TN",5755
1993-04-01,"USA-NV",1503
1993-04-01,"NEW YORK",38778
1993-04-01,"USA-SC",2559
1993-04-01,"USA-RI",2200
1993-04-01,"USA-SD",1153
1993-05-01,"USA-DE",448
1993-05-01,"USA-UT",3055
1993-05-01,"USA-VT",138
1993-05-01,"USA-NC",1977
1993-05-01,"USA-WV",1608
1993-05-01,"USA-HI",44
1993-05-01,"USA-NH",349
1993-05-01,"USA-VA",2438
1993-05-01,"USA-KS",4717
1993-05-01,"USA-DC",825
1993-05-01,"USA-KY",1908
1993-05-01,"USA-AK",891
1993-05-01,"USA-GA",4443
1993-05-01,"USA-IN",6431
1993-05-01,"USA-MD",3460
1993-05-01,"USA-LA",2944
1993-05-01,"U.S.",232154
1993-05-01,"MASSACHUSETTS",7263
1993-05-01,"NEW YORK",20123
1993-05-01,"USA-ME",38
1993-05-01,"USA-WI",5585
1993-05-01,"WASHINGTON",3123
1993-05-01,"USA-OR",1769
1993-05-01,"USA-AZ",1297
1993-05-01,"USA-IL",18258
1993-05-01,"COLORADO",6505
1993-05-01,"USA-ND",568
1993-05-01,"TEXAS",10765
1993-05-01,"USA-NJ",8489
1993-05-01,"USA-NV",1087
1993-05-01,"OHIO",13835
1993-05-01,"USA-RI",1117
1993-05-01,"USA-AR",2257
1993-05-01,"USA-NE",2360
1993-05-01,"USA-AL",2848
1993-05-01,"MINNESOTA",5399
1993-05-01,"USA-SC",956
1993-05-01,"USA-IA",3450
1993-05-01,"USA-PA",11007
1993-05-01,"USA-MI",18269
1993-05-01,"USA-WY",809
1993-05-01,"USA-OK",3907
1993-05-01,"USA-MS",1465
1993-05-01,"USA-MT",1005
1993-05-01,"USA-ID",692
1993-05-01,"USA-MO",6009
1993-05-01,"USA-TN",2317
1993-05-01,"USA-NM",979
1993-05-01,"FLORIDA",963
1993-05-01,"CALIFORNIA",29411
1993-05-01,"USA-CT",1947
1993-05-01,"USA-SD",606
1993-06-01,"NEW YORK",13685
1993-06-01,"CALIFORNIA",25116
1993-06-01,"USA-OR",945
1993-06-01,"USA-LA",2216
1993-06-01,"USA-AK",577
1993-06-01,"USA-KS",2454
1993-06-01,"MINNESOTA",3576
1993-06-01,"USA-NC",1039
1993-06-01,"USA-CT",1274
1993-06-01,"USA-WV",962
1993-06-01,"USA-AZ",1097
1993-06-01,"COLORADO",3996
1993-06-01,"USA-AL",1641
1993-06-01,"USA-ND",350
1993-06-01,"USA-DC",546
1993-06-01,"FLORIDA",772
1993-06-01,"USA-MD",2471
1993-06-01,"WASHINGTON",2619
1993-06-01,"USA-IA",2382
1993-06-01,"USA-NE",1495
1993-06-01,"USA-MO",3676
1993-06-01,"USA-VA",1632
1993-06-01,"USA-UT",1845
1993-06-01,"USA-NM",442
1993-06-01,"USA-VT",84
1993-06-01,"USA-SC",501
1993-06-01,"OHIO",11884
1993-06-01,"USA-HI",47
1993-06-01,"USA-RI",671
1993-06-01,"USA-TN",1365
1993-06-01,"USA-MS",947
1993-06-01,"USA-KY",1710
1993-06-01,"USA-IL",12716
1993-06-01,"USA-SD",370
1993-06-01,"TEXAS",8508
1993-06-01,"MASSACHUSETTS",4464
1993-06-01,"USA-WY",506
1993-06-01,"USA-IN",4369
1993-06-01,"USA-OK",2331
1993-06-01,"USA-WI",3750
1993-06-01,"USA-ID",334
1993-06-01,"USA-AR",1310
1993-06-01,"U.S.",163642
1993-06-01,"USA-GA",3106
1993-06-01,"USA-NJ",5799
1993-06-01,"USA-ME",30
1993-06-01,"USA-NH",211
1993-06-01,"USA-MI",11464
1993-06-01,"USA-DE",243
1993-06-01,"USA-NV",910
1993-06-01,"USA-MT",644
1993-06-01,"USA-PA",8560
1993-07-01,"USA-AR",1109
1993-07-01,"USA-MO",2871
1993-07-01,"MASSACHUSETTS",3499
1993-07-01,"USA-UT",1533
1993-07-01,"FLORIDA",679
1993-07-01,"USA-WI",2503
1993-07-01,"OHIO",7273
1993-07-01,"COLORADO",2851
1993-07-01,"USA-ND",268
1993-07-01,"USA-TN",1109
1993-07-01,"USA-DC",437
1993-07-01,"USA-MD",1967
1993-07-01,"USA-ID",302
1993-07-01,"USA-NH",149
1993-07-01,"USA-AL",1430
1993-07-01,"USA-GA",3028
1993-07-01,"USA-OK",1832
1993-07-01,"USA-NM",964
1993-07-01,"USA-MS",830
1993-07-01,"USA-ME",22
1993-07-01,"USA-AZ",832
1993-07-01,"USA-LA",2110
1993-07-01,"USA-KS",1870
1993-07-01,"USA-NJ",4956
1993-07-01,"CALIFORNIA",23646
1993-07-01,"USA-KY",1289
1993-07-01,"USA-IA",1563
1993-07-01,"USA-IL",10373
1993-07-01,"USA-AK",423
1993-07-01,"MINNESOTA",2574
1993-07-01,"U.S.",129719
1993-07-01,"USA-WY",366
1993-07-01,"USA-IN",3157
1993-07-01,"USA-VT",50
1993-07-01,"USA-NC",829
1993-07-01,"USA-SC",407
1993-07-01,"WASHINGTON",1424
1993-07-01,"USA-PA",5614
1993-07-01,"USA-RI",558
1993-07-01,"USA-SD",281
1993-07-01,"USA-NE",1119
1993-07-01,"USA-VA",1442
1993-07-01,"USA-DE",185
1993-07-01,"TEXAS",7809
1993-07-01,"USA-MI",8589
1993-07-01,"USA-MT",608
1993-07-01,"USA-HI",46
1993-07-01,"USA-NV",600
1993-07-01,"NEW YORK",10003
1993-07-01,"USA-CT",1040
1993-07-01,"USA-OR",768
1993-07-01,"USA-WV",533
1993-08-01,"USA-NV",612
1993-08-01,"USA-NM",849
1993-08-01,"USA-MS",788
1993-08-01,"USA-ID",251
1993-08-01,"WASHINGTON",1243
1993-08-01,"USA-AZ",801
1993-08-01,"USA-VA",1412
1993-08-01,"MINNESOTA",2397
1993-08-01,"U.S.",120331
1993-08-01,"USA-ND",210
1993-08-01,"USA-OK",1612
1993-08-01,"FLORIDA",618
1993-08-01,"USA-NC",761
1993-08-01,"USA-MD",1921
1993-08-01,"OHIO",6549
1993-08-01,"USA-SD",236
1993-08-01,"USA-DE",167
1993-08-01,"USA-UT",1353
1993-08-01,"USA-VT",45
1993-08-01,"USA-ME",22
1993-08-01,"USA-MT",530
1993-08-01,"USA-HI",41
1993-08-01,"USA-IL",9728
1993-08-01,"USA-KS",1680
1993-08-01,"USA-IN",3096
1993-08-01,"CALIFORNIA",22749
1993-08-01,"USA-KY",1137
1993-08-01,"USA-LA",1836
1993-08-01,"USA-AL",1328
1993-08-01,"USA-GA",2939
1993-08-01,"USA-DC",419
1993-08-01,"USA-CT",1059
1993-08-01,"USA-OR",672
1993-08-01,"USA-WV",620
1993-08-01,"USA-NH",124
1993-08-01,"USA-SC",377
1993-08-01,"USA-PA",5688
1993-08-01,"COLORADO",2391
1993-08-01,"USA-MI",7199
1993-08-01,"USA-AR",1017
1993-08-01,"USA-NE",999
1993-08-01,"MASSACHUSETTS",3084
1993-08-01,"USA-WY",292
1993-08-01,"USA-WI",2586
1993-08-01,"USA-RI",472
1993-08-01,"USA-MO",2487
1993-08-01,"USA-TN",1011
1993-08-01,"TEXAS",7451
1993-08-01,"USA-NJ",4483
1993-08-01,"NEW YORK",9069
1993-08-01,"USA-IA",1516
1993-08-01,"USA-AK",402
1993-09-01,"USA-AL",1330
1993-09-01,"USA-ND",271
1993-09-01,"USA-NJ",5149
1993-09-01,"USA-UT",1449
1993-09-01,"USA-NM",929
1993-09-01,"USA-MS",815
1993-09-01,"USA-WV",740
1993-09-01,"USA-VA",1435
1993-09-01,"USA-KS",1800
1993-09-01,"USA-OK",1729
1993-09-01,"USA-TN",1111
1993-09-01,"TEXAS",7270
1993-09-01,"USA-VT",51
1993-09-01,"USA-SC",391
1993-09-01,"USA-RI",487
1993-09-01,"USA-AR",1103
1993-09-01,"MINNESOTA",3548
1993-09-01,"USA-IN",4022
1993-09-01,"USA-ME",27
1993-09-01,"FLORIDA",669
1993-09-01,"OHIO",7996
1993-09-01,"USA-SD",363
1993-09-01,"USA-MT",741
1993-09-01,"WASHINGTON",1376
1993-09-01,"USA-OR",698
1993-09-01,"MASSACHUSETTS",3280
1993-09-01,"USA-WY",380
1993-09-01,"CALIFORNIA",23934
1993-09-01,"USA-IA",2137
1993-09-01,"USA-AZ",854
1993-09-01,"USA-MO",3096
1993-09-01,"USA-DE",185
1993-09-01,"U.S.",141580
1993-09-01,"USA-GA",2903
1993-09-01,"USA-NV",651
1993-09-01,"USA-CT",1128
1993-09-01,"USA-ID",310
1993-09-01,"USA-KY",1410
1993-09-01,"USA-HI",42
1993-09-01,"USA-IL",15193
1993-09-01,"USA-LA",1888
1993-09-01,"COLORADO",3027
1993-09-01,"USA-MI",10020
1993-09-01,"USA-NE",1217
1993-09-01,"USA-DC",427
1993-09-01,"NEW YORK",9719
1993-09-01,"USA-NC",815
1993-09-01,"USA-WI",3900
1993-09-01,"USA-MD",2140
1993-09-01,"USA-PA",6754
1993-09-01,"USA-NH",155
1993-09-01,"USA-AK",513
1993-10-01,"USA-ND",505
1993-10-01,"USA-NM",2000
1993-10-01,"USA-SC",630
1993-10-01,"USA-PA",15261
1993-10-01,"COLORADO",4451
1993-10-01,"USA-NE",1998
1993-10-01,"MINNESOTA",7022
1993-10-01,"USA-GA",6147
1993-10-01,"TEXAS",11527
1993-10-01,"USA-NV",804
1993-10-01,"USA-VT",127
1993-10-01,"USA-HI",42
1993-10-01,"USA-RI",975
1993-10-01,"USA-MI",22363
1993-10-01,"CALIFORNIA",25932
1993-10-01,"USA-MT",1172
1993-10-01,"USA-MD",3629
1993-10-01,"USA-ID",481
1993-10-01,"USA-IL",31937
1993-10-01,"USA-NH",328
1993-10-01,"USA-SD",641
1993-10-01,"USA-KS",2677
1993-10-01,"FLORIDA",706
1993-10-01,"USA-NC",1459
1993-10-01,"USA-AL",1526
1993-10-01,"U.S.",254494
1993-10-01,"USA-NJ",9600
1993-10-01,"USA-DC",588
1993-10-01,"USA-IN",9497
1993-10-01,"USA-ME",62
1993-10-01,"USA-WV",1818
1993-10-01,"USA-KY",3858
1993-10-01,"USA-AK",1043
1993-10-01,"USA-VA",2695
1993-10-01,"USA-DE",289
1993-10-01,"MASSACHUSETTS",5839
1993-10-01,"USA-UT",2322
1993-10-01,"USA-OR",959
1993-10-01,"USA-LA",2112
1993-10-01,"USA-AR",1575
1993-10-01,"USA-MO",4774
1993-10-01,"USA-WY",641
1993-10-01,"USA-OK",2317
1993-10-01,"USA-MS",933
1993-10-01,"USA-WI",7884
1993-10-01,"WASHINGTON",2169
1993-10-01,"USA-AZ",988
1993-10-01,"USA-TN",1839
1993-10-01,"NEW YORK",18990
1993-10-01,"USA-CT",2317
1993-10-01,"USA-IA",4595
1993-10-01,"OHIO",20454
1993-11-01,"USA-DE",609
1993-11-01,"USA-ID",1159
1993-11-01,"USA-IA",8673
1993-11-01,"OHIO",34956
1993-11-01,"USA-SD",1261
1993-11-01,"USA-AL",3853
1993-11-01,"USA-ND",964
1993-11-01,"USA-DC",1115
1993-11-01,"USA-HI",46
1993-11-01,"USA-AK",1261
1993-11-01,"USA-MO",11929
1993-11-01,"USA-GA",11585
1993-11-01,"USA-IN",16628
1993-11-01,"USA-OK",6783
1993-11-01,"TEXAS",24155
1993-11-01,"USA-WY",1181
1993-11-01,"USA-OR",2336
1993-11-01,"USA-WV",3347
1993-11-01,"USA-PA",24357
1993-11-01,"COLORADO",8984
1993-11-01,"USA-MI",34389
1993-11-01,"USA-KS",6796
1993-11-01,"U.S.",457330
1993-11-01,"USA-TN",5774
1993-11-01,"WASHINGTON",4650
1993-11-01,"USA-KY",7612
1993-11-01,"USA-LA",5120
1993-11-01,"USA-AR",4024
1993-11-01,"USA-NE",4336
1993-11-01,"MINNESOTA",12508
1993-11-01,"USA-UT",4676
1993-11-01,"USA-NC",3918
1993-11-01,"USA-MT",2236
1993-11-01,"USA-MD",6642
1993-11-01,"USA-SC",2030
1993-11-01,"USA-RI",1510
1993-11-01,"USA-VA",5569
1993-11-01,"USA-NJ",17162
1993-11-01,"MASSACHUSETTS",10175
1993-11-01,"USA-NV",1492
1993-11-01,"USA-VT",189
1993-11-01,"USA-ME",88
1993-11-01,"FLORIDA",1007
1993-11-01,"USA-WI",13043
1993-11-01,"USA-CT",3922
1993-11-01,"USA-IL",51226
1993-11-01,"USA-NH",528
1993-11-01,"NEW YORK",33567
1993-11-01,"USA-NM",4358
1993-11-01,"USA-MS",2518
1993-11-01,"CALIFORNIA",39240
1993-11-01,"USA-AZ",1847
1994-01-01,"USA-DE",1579
1994-01-01,"USA-GA",23864
1994-01-01,"USA-NV",3597
1994-01-01,"USA-MT",2722
1994-01-01,"USA-WI",25797
1994-01-01,"USA-MD",15481
1994-01-01,"WASHINGTON",7905
1994-01-01,"USA-IA",16659
1994-01-01,"USA-PA",55091
1994-01-01,"USA-AL",10714
1994-01-01,"USA-CT",7795
1994-01-01,"USA-AK",1815
1994-01-01,"USA-NE",8455
1994-01-01,"USA-VA",14437
1994-01-01,"USA-NJ",43772
1994-01-01,"USA-DC",3317
1994-01-01,"USA-OK",13551
1994-01-01,"USA-MS",6163
1994-01-01,"FLORIDA",2725
1994-01-01,"CALIFORNIA",72586
1994-01-01,"USA-SC",5997
1994-01-01,"USA-MI",72958
1994-01-01,"USA-VT",478
1994-01-01,"USA-ID",1929
1994-01-01,"USA-OR",4708
1994-01-01,"USA-AZ",5663
1994-01-01,"U.S.",952520
1994-01-01,"USA-IN",35494
1994-01-01,"USA-NC",11081
1994-01-01,"USA-KY",15487
1994-01-01,"OHIO",72950
1994-01-01,"USA-IL",104083
1994-01-01,"USA-NH",1294
1994-01-01,"COLORADO",16252
1994-01-01,"USA-SD",2234
1994-01-01,"USA-ND",2042
1994-01-01,"MASSACHUSETTS",21444
1994-01-01,"USA-HI",53
1994-01-01,"USA-AR",8723
1994-01-01,"USA-MO",26174
1994-01-01,"USA-KS",15494
1994-01-01,"MINNESOTA",26272
1994-01-01,"TEXAS",42609
1994-01-01,"USA-UT",7251
1994-01-01,"NEW YORK",70935
1994-01-01,"USA-NM",4824
1994-01-01,"USA-LA",11755
1994-01-01,"USA-TN",13829
1994-01-01,"USA-WY",1849
1994-01-01,"USA-ME",171
1994-01-01,"USA-WV",7397
1994-01-01,"USA-RI",3061
1994-02-01,"USA-UT",7329
1994-02-01,"USA-WY",1790
1994-02-01,"USA-MS",5192
1994-02-01,"USA-CT",7960
1994-02-01,"USA-ID",1926
1994-02-01,"U.S.",841815
1994-02-01,"NEW YORK",69054
1994-02-01,"USA-OK",13450
1994-02-01,"USA-NM",4762
1994-02-01,"USA-SC",4969
1994-02-01,"USA-WV",6344
1994-02-01,"USA-LA",9414
1994-02-01,"USA-SD",2249
1994-02-01,"MINNESOTA",22129
1994-02-01,"TEXAS",37064
1994-02-01,"USA-VT",456
1994-02-01,"FLORIDA",2089
1994-02-01,"USA-NC",9487
1994-02-01,"USA-KY",10560
1994-02-01,"OHIO",59452
1994-02-01,"USA-HI",53
1994-02-01,"USA-PA",47970
1994-02-01,"USA-MO",29359
